Brand,Model,Body,Mileage,EngineV,Engine Type,Registration,Year,Price
Mitsubishi,Galant,sedan,247,2,Gas,yes,1998,4800
Renault,Laguna,vagon,235,2,Petrol,no,1998,1550
Mitsubishi,Pajero Sport,crossover,147,2.5,Diesel,yes,2008,16000
Volkswagen,T4 (Transporter) ,van,312,2.5,Diesel,yes,2000,6400
BMW,520,other,400,2,Petrol,yes,1998,5800
Mercedes-Benz,E-Class,sedan,263,3.2,Diesel,yes,2001,11000
Renault,Megane,sedan,305,1.5,Diesel,yes,2004,4500
Renault,Koleos,crossover,83,2,Diesel,yes,2012,14200
BMW,X5,crossover,19,2.5,Diesel,yes,2015,71500
Audi,A4,sedan,200,1.8,Petrol,yes,2003,6200
Volkswagen,Caddy,van,130,1.9,Diesel,yes,2010,10500
Toyota,Camry,sedan,136,3.5,Petrol,yes,2007,12700
Audi,80,other,126,2.6,Petrol,yes,1998,7000
BMW,540,sedan,230,4,Gas,yes,1994,4500
BMW,525,vagon,400,2.5,Diesel,yes,1994,4800
Renault,Grand Scenic,van,170,1.5,Diesel,yes,2012,11500
BMW,X3,crossover,33,2,Petrol,yes,2014,42000
Audi,100,sedan,371,2.2,Gas,yes,1987,2500
Mercedes-Benz,ML 320,crossover,165,3,Diesel,yes,2007,22600
Volkswagen,Polo,sedan,80,1.6,Petrol,yes,2011,9900
Mercedes-Benz,Vito,van,259,3,Diesel,yes,2007,13500
Volkswagen,Passat B6,other,140,2,Other,yes,2007,10600
Mercedes-Benz,Vito,van,242,2.2,Diesel,yes,2008,12500
Renault,Kangoo,van,123,1.5,Diesel,yes,2009,7499
Volkswagen,Polo,hatch,118,1.2,Diesel,yes,2011,9999
Toyota,Auris,hatch,73,1.6,Petrol,yes,2013,18600
Volkswagen,Golf V,hatch,225,1.4,Petrol,yes,2004,7600
Volkswagen,T5 (Transporter),other,201,1.9,Diesel,yes,2007,NA
Volkswagen,Golf V,hatch,127,1.6,Petrol,yes,2007,9200
Audi,A4,vagon,290,1.9,Diesel,no,2002,3700
BMW,X5,crossover,270,4.8,Petrol,yes,2008,26000
BMW,740,sedan,268,4,Diesel,yes,2004,12950
Mitsubishi,Pajero Wagon,crossover,193,3,Gas,yes,2008,15200
Audi,A6 Allroad,vagon,24,3,Diesel,yes,2015,62000
Toyota,Sienna,van,1,3.5,Petrol,yes,2016,68500
Volkswagen,Golf IV,hatch,111,1.6,Gas,yes,1999,2500
Volkswagen,Golf IV,other,296,1.9,Diesel,no,2000,2600
Mercedes-Benz,Vito,van,300,2.2,Diesel,yes,2007,12250
Toyota,Land Cruiser Prado,crossover,94,4,Gas,yes,2010,39900
Volkswagen,Golf IV,other,160,1.4,Petrol,no,1999,1500
Mercedes-Benz,S 350,sedan,270,3.5,Petrol,no,2004,3700
BMW,318,other,160,1.8,Petrol,yes,1997,8999
Mitsubishi,L 200,other,200,2.5,Diesel,yes,2007,9900
Volkswagen,Touareg,crossover,249,5,Diesel,yes,2005,16800
Volkswagen,Jetta,sedan,0,1.6,Diesel,yes,2016,23999
Mercedes-Benz,GL 320,crossover,162,3,Diesel,yes,2009,36000
Mitsubishi,L 200,other,146,2.5,Diesel,yes,2013,15800
Volkswagen,Passat B7,sedan,136,2,Diesel,yes,2011,19300
Renault,Kangoo,van,148,1.5,Diesel,yes,2012,6450
Renault,Kangoo,van,220,1.5,Diesel,yes,2004,4200
Mercedes-Benz,S-Guard,sedan,29,6,Petrol,yes,2011,NA
BMW,X5,crossover,52,3,Petrol,yes,2012,32000
Toyota,Camry,sedan,110,2.4,Gas,yes,2007,12500
BMW,X5,crossover,178,4,Diesel,yes,2012,47900
Mercedes-Benz,E-Class,sedan,200,3,Diesel,yes,2008,21999
Audi,A6,sedan,168,NA,Other,yes,2007,15000
Toyota,Yaris,hatch,74,1.3,Petrol,yes,2008,7500
Mercedes-Benz,S 350,sedan,17,3,Diesel,yes,2015,125000
BMW,X6,hatch,110,4.4,Petrol,yes,2008,30500
Volkswagen,Jetta,sedan,0,1.6,Petrol,yes,2016,17191.2
Mercedes-Benz,S 350,sedan,42,3,Diesel,yes,2011,45555
BMW,525,sedan,227,2.5,Petrol,yes,2008,15200
Volkswagen,Caddy,sedan,270,NA,Diesel,yes,2009,8700
Volkswagen,T5 (Transporter) ,van,226,1.9,Diesel,yes,2005,7800
Volkswagen,Golf VII,hatch,40,1.4,Petrol,yes,2013,22000
Mitsubishi,Outlander,crossover,156,2.4,Gas,yes,2006,9300
Mercedes-Benz,E-Class,sedan,97,2.2,Diesel,yes,2011,31900
Mercedes-Benz,Vito,van,160,2.2,Diesel,yes,2008,9350
BMW,520,sedan,134,2,Diesel,yes,2010,32500
Renault,Megane,vagon,151,1.5,Diesel,yes,2011,10200
Toyota,Rav 4,crossover,200,2,Gas,yes,2002,8200
Mercedes-Benz,C-Class,sedan,190,2,Petrol,yes,2002,7400
Mitsubishi,Outlander XL,crossover,155,3,Gas,yes,2007,14200
Volkswagen,Jetta,sedan,1,1.6,Diesel,yes,2016,24900
Mercedes-Benz,S 350,sedan,150,3.5,Gas,yes,2008,24300
Volkswagen,T5 (Transporter),van,176,1.9,Diesel,yes,2005,9300
Volkswagen,Touareg,crossover,130,2.5,Diesel,yes,2008,21000
Audi,Q7,crossover,145,3,Petrol,yes,2010,36000
Mitsubishi,Outlander,crossover,69,2.4,Petrol,yes,2014,22900
Mercedes-Benz,E-Class,sedan,275,2.2,Other,yes,2005,9900
Volkswagen,Golf III,hatch,288,1.8,Gas,yes,1996,3950
Toyota,Highlander,crossover,100,3.5,Petrol,yes,2012,28700
Volkswagen,T5 (Transporter) ,van,121,2,Diesel,yes,2014,16900
Mercedes-Benz,E-Class,sedan,245,2.8,Gas,yes,1998,7300
Mercedes-Benz,190,sedan,400,2,Petrol,yes,1988,2200
Toyota,Venza,other,103,3.5,Petrol,yes,2010,25500
Volkswagen,Caddy,other,260,2,Diesel,yes,2005,7650
Toyota,Camry,other,55,2.5,Petrol,yes,2013,22800
Renault,Trafic,van,170,1.9,Diesel,yes,2005,8900
Renault,Fluence,sedan,118,2,Petrol,yes,2012,10990
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,107777
Toyota,Avensis,sedan,95,2,Gas,yes,2011,17000
Renault,25,sedan,430,2,Gas,yes,1988,999
Audi,A6,other,0,NA,Other,yes,2005,12800
BMW,X5,crossover,0,2,Other,yes,2016,66500
Volkswagen,Passat B4,vagon,289,2,Petrol,yes,1994,4300
BMW,320,vagon,295,2,Diesel,no,2002,3350
Toyota,Corolla,sedan,87,1.6,Petrol,yes,2008,10400
BMW,X5,crossover,216,4.8,Petrol,yes,2007,22700
Renault,Kangoo,van,102,1.5,Diesel,yes,2012,6700
Audi,A8,sedan,285,NA,Gas,no,1996,3250
Audi,80,sedan,257,2,Petrol,yes,1993,3800
Volkswagen,Golf VII,vagon,185,1.4,Petrol,yes,2011,10900
Mercedes-Benz,Vito,van,300,2.2,Diesel,yes,2007,11000
Volkswagen,Touareg,crossover,30,3,Diesel,yes,2015,51900
Mercedes-Benz,E-Class,sedan,232,3,Diesel,yes,2007,18900
BMW,535,sedan,148,3,Diesel,yes,2007,25500
Renault,Fluence,sedan,98,1.5,Diesel,yes,2014,14500
BMW,535,sedan,260,3.5,Petrol,yes,1997,7900
Audi,Q7,crossover,95,3,Diesel,yes,2014,44800
Toyota,Hilux,other,73,2.5,Diesel,yes,2012,26200
BMW,X5,crossover,164,3,Diesel,no,2006,14000
Renault,Trafic,van,300,1.9,Diesel,yes,2006,7900
Renault,21,sedan,100,1.7,Petrol,yes,1986,1350
Volkswagen,Caddy,van,157,1.6,Diesel,yes,2012,10777
Renault,Trafic,van,217,1.9,Diesel,yes,2004,8300
Volkswagen,Passat B8,sedan,1,1.4,Petrol,yes,2015,40000
Mercedes-Benz,E-Class,other,266,3,Diesel,yes,2007,16800
Audi,Q3,crossover,1,2,Petrol,yes,2016,43000
Toyota,Camry,sedan,60,2.5,Petrol,yes,2012,22900
Audi,A6,sedan,225,2.4,Petrol,yes,2005,10900
BMW,316,sedan,280,1.6,Petrol,no,2000,2550
Mercedes-Benz,Viano,other,142,2.2,Diesel,yes,2007,18700
Toyota,Carina,sedan,220,1.6,Petrol,yes,1994,3800
Mercedes-Benz,Vito,van,290,2.2,Diesel,yes,2004,7700
BMW,730,sedan,16,3,Diesel,yes,2015,112000
Mercedes-Benz,Sprinter 312,van,280,2.9,Diesel,no,1997,2600
Volkswagen,Passat B7,vagon,165,1.4,Petrol,yes,2013,14900
Mitsubishi,L 200,other,140,2.5,Diesel,yes,2007,11960
Mitsubishi,Pajero Sport,crossover,130,2.5,Diesel,yes,2011,19800
Mercedes-Benz,Vito,van,116,2.2,Diesel,yes,2012,12800
Mercedes-Benz,E-Class,sedan,69,2,Petrol,yes,2013,34000
Audi,S5,sedan,97,3,Petrol,yes,2011,29999
Renault,Trafic,other,160,NA,Diesel,yes,2013,10499
Mitsubishi,Galant,vagon,250,2.5,Petrol,yes,2001,4900
BMW,523,sedan,200,2.5,Petrol,yes,2006,12900
Mercedes-Benz,E-Class,sedan,300,2.7,Diesel,yes,2003,12600
Volkswagen,Caddy,other,117,1.6,Diesel,yes,2014,9800
Audi,A6,sedan,270,1.9,Diesel,yes,2002,3650
Renault,5,hatch,250,1.4,Petrol,yes,1987,1150
Volkswagen,Touareg,crossover,73,3,Diesel,yes,2012,37900
Volkswagen,Touareg,crossover,145,3,Diesel,yes,2007,17900
BMW,X6,crossover,110,4.4,Petrol,yes,2011,37500
BMW,530,sedan,170,3,Petrol,yes,2011,27900
Mercedes-Benz,GLS 63,crossover,0,5.5,Petrol,yes,2016,177000
Volkswagen,Caddy,van,153,1.6,Diesel,yes,2012,10600
Mercedes-Benz,GL 550,crossover,127,5.5,Petrol,yes,2010,39900
Volkswagen,Touran,van,260,1.9,Diesel,no,2005,5200
Volkswagen,Passat B7,sedan,105,1.8,Petrol,yes,2011,16999
Toyota,Corolla,sedan,122,7.2,Petrol,yes,2011,10200
Renault,Trafic,van,260,1.9,Diesel,yes,2005,8400
Audi,Q5,crossover,27,2,Petrol,yes,2011,30900
Mercedes-Benz,Vito,van,248,2.2,Diesel,yes,2005,9500
Mitsubishi,ASX,crossover,153,1.6,Gas,yes,2011,12800
BMW,X3,crossover,60,3,Diesel,yes,2011,48900
Renault,Megane,vagon,165,1.5,Diesel,yes,2012,11600
Volkswagen,Golf VII,hatch,22,1.2,Petrol,yes,2014,20200
Mercedes-Benz,B 170,hatch,140,1.7,Gas,yes,2007,12700
Mercedes-Benz,S 350,sedan,16,3,Diesel,yes,2014,144900
Toyota,Land Cruiser Prado,crossover,240,2.7,Gas,yes,2007,17835
Toyota,Rav 4,vagon,160,2.4,Gas,yes,2007,NA
Mercedes-Benz,E-Class,sedan,71,2.2,Diesel,yes,2012,30900
Renault,Fluence,sedan,88,1.6,Gas,yes,2012,9500
Volkswagen,Caddy,van,192,1.9,Diesel,yes,2008,11500
Renault,Megane,hatch,0,1.5,Diesel,yes,2016,18932.55
Mercedes-Benz,E-Class,vagon,91,NA,Other,yes,2013,33000
Renault,Megane,vagon,155,1.5,Diesel,yes,2012,11700
Renault,Kangoo,crossover,201,1.9,Diesel,yes,2006,9900
Mercedes-Benz,E-Class,sedan,180,3,Diesel,yes,2008,19500
Mercedes-Benz,200,sedan,350,2,Diesel,yes,1985,6000
Audi,A6,vagon,261,2.5,Diesel,no,2004,3400
Volkswagen,Caddy,other,102,1.6,Diesel,yes,2012,8200
Toyota,Camry,sedan,165,3.5,Gas,yes,2008,15600
BMW,535,sedan,43,3,Petrol,yes,2011,NA
Toyota,Land Cruiser Prado,crossover,45,3,Diesel,yes,2014,47500
Audi,A5,sedan,58,2,Petrol,yes,2014,33900
Toyota,Land Cruiser 200,crossover,2,4.6,Petrol,yes,2016,97500
Renault,Fluence,sedan,21,1.5,Diesel,yes,2014,15000
Toyota,Camry,sedan,86,3.5,Petrol,yes,2013,28999
Audi,A1,hatch,66,1.2,Petrol,yes,2011,15000
Toyota,Land Cruiser Prado,crossover,66,3,Diesel,yes,2010,36000
Toyota,Land Cruiser Prado,crossover,150,4,Petrol,yes,2005,19500
Mercedes-Benz,C-Class,sedan,350,1.8,Other,yes,1995,5000
Mercedes-Benz,C-Class,sedan,73,3,Petrol,yes,2008,17800
Mercedes-Benz,E-Class,sedan,215,2.6,Gas,yes,1992,5000
Renault,Clio,hatch,275,1.2,Petrol,yes,1991,3100
Renault,9,sedan,240,1.7,Gas,yes,1988,1200
BMW,318,sedan,100,1.8,Petrol,yes,1992,3800
Renault,Laguna,vagon,260,1.9,Diesel,no,2001,1999
Mercedes-Benz,B-Class Electric Drive,hatch,3,NA,Other,yes,2016,42900
Mercedes-Benz,S 500,sedan,330,5,Petrol,yes,2000,8800
Renault,Trafic,van,250,1.9,Diesel,yes,2006,8800
Mercedes-Benz,CLK 320,other,168,3.2,Petrol,yes,2003,15300
BMW,520,sedan,5,2,Petrol,yes,2016,39900
Renault,Trafic,van,181,2,Diesel,yes,2007,7400
Volkswagen,Multivan,van,163,2,Diesel,yes,2010,28000
Volkswagen,T6 (Transporter) ,van,182,2,Diesel,yes,2011,12300
Renault,Megane,sedan,101,2,Petrol,yes,1997,3600
Toyota,Corolla,sedan,193,1.6,Gas,yes,2007,8450
Volkswagen,Golf III,hatch,297,1.6,Petrol,yes,1995,2500
Toyota,Corolla,sedan,106,1.6,Gas,yes,2008,9950
Mercedes-Benz,C-Class,sedan,58,1.8,Petrol,yes,2010,23200
Toyota,Avensis,sedan,124,1.8,Petrol,yes,2008,10500
Mercedes-Benz,E-Class,sedan,280,2.2,Diesel,yes,2005,11200
Volkswagen,T5 (Transporter),van,1,1.9,Diesel,yes,2004,9750
Toyota,Land Cruiser Prado,crossover,70,2.7,Petrol,yes,2008,20800
Audi,A5,hatch,35,1.8,Petrol,yes,2014,33500
Volkswagen,Polo,sedan,66,1.6,Petrol,yes,2011,10000
Mitsubishi,Pajero Sport,crossover,205,2.5,Diesel,yes,2006,NA
Mitsubishi,Galant,hatch,400,1.8,Other,yes,1991,2199
Audi,A3,hatch,47,1.2,Petrol,yes,2013,16800
Mercedes-Benz,GL 420,crossover,200,4,Diesel,yes,2007,25500
Audi,A4,sedan,314,1.9,Diesel,no,1996,2099
Toyota,Land Cruiser 100,crossover,250,4.2,Diesel,yes,2000,20000
Volkswagen,T4 (Transporter),van,380,2.5,Diesel,yes,2000,7400
Volkswagen,T5 (Transporter) ,other,209,NA,Diesel,yes,2006,12000
Mercedes-Benz,Sprinter 310,van,273,2.9,Diesel,yes,2001,NA
BMW,325,sedan,150,2.5,Petrol,yes,2005,16500
Audi,A6,sedan,137,NA,Petrol,yes,2009,18500
Mercedes-Benz,E-Class,other,51,3,Diesel,yes,2014,43500
Renault,Grand Scenic,other,190,NA,Diesel,yes,2004,7450
Volkswagen,Golf III,hatch,118,1.8,Gas,yes,1993,3100
Mercedes-Benz,E-Class,sedan,310,2.2,Diesel,yes,2005,12100
Mercedes-Benz,Vito,van,230,2.2,Diesel,yes,2008,12000
Mitsubishi,L 200,other,0,2.4,Diesel,yes,2016,33000
Renault,Dokker,van,0,1.5,Diesel,yes,2016,15672.15
Renault,Kangoo,van,134,1.5,Diesel,yes,2011,6600
Renault,Megane,vagon,127,1.5,Diesel,yes,2011,12800
Mercedes-Benz,S 600,sedan,68,6,Petrol,yes,2011,300000
Renault,Kangoo,van,73,1.5,Diesel,yes,2012,7200
BMW,118,hatch,79,1.6,Petrol,yes,2013,21000
Mitsubishi,Carisma,hatch,92,1.6,Petrol,yes,2003,5900
Volkswagen,Passat B6,van,205,2,Petrol,yes,2006,9500
Renault,Scenic,van,270,1.9,Diesel,no,2002,2100
Audi,A6,sedan,260,NA,Diesel,no,2000,4000
Toyota,Auris,hatch,91,1.6,Petrol,yes,2007,8100
Mercedes-Benz,G 55 AMG,crossover,140,5.5,Gas,yes,2008,60000
BMW,320,sedan,260,2,Diesel,no,2000,2899
BMW,M5,sedan,57,4.4,Petrol,yes,2013,73900
BMW,323,sedan,253,NA,Petrol,yes,1998,7998
BMW,320,vagon,191,2,Diesel,no,2002,3400
BMW,330,sedan,70,3,Petrol,yes,2008,26500
Mitsubishi,Lancer,sedan,186,1.6,Petrol,yes,2006,5800
BMW,318,sedan,200,1.8,Petrol,yes,2004,9999
Volkswagen,Passat B6,vagon,95,1.6,Diesel,yes,2010,12999
Mercedes-Benz,V 250,van,14,2.2,Diesel,yes,2015,75500
BMW,318,sedan,210,1.8,Petrol,no,2000,2499
Renault,Scenic,hatch,280,NA,Diesel,no,2005,2900
Volkswagen,Golf IV,hatch,201,1.9,Diesel,no,2002,3500
Audi,A4,sedan,177,1.8,Petrol,yes,1998,NA
Volkswagen,T5 (Transporter),van,283,2.5,Diesel,yes,2005,10000
Mitsubishi,Lancer,sedan,133,1.6,Petrol,yes,2008,7000
Mercedes-Benz,Sprinter 319,van,1,3,Diesel,yes,2014,169000
Volkswagen,Touareg,crossover,84,3,Diesel,yes,2011,35999
Mitsubishi,Lancer,sedan,350,1.6,Petrol,yes,1994,2900
Volkswagen,Tiguan,crossover,50,2,Diesel,yes,2014,32400
Mitsubishi,Pajero Sport,crossover,95,2.5,Diesel,yes,2008,15000
Mitsubishi,Lancer,sedan,145,1.6,Petrol,yes,2008,7300
Toyota,Camry,sedan,7,2.5,Gas,yes,2015,30500
BMW,735,sedan,270,3.5,Petrol,yes,1998,6300
Mitsubishi,Lancer,sedan,170,NA,Other,yes,2005,6200
BMW,X5,crossover,180,4.8,Petrol,yes,2008,23500
Volkswagen,Passat CC,sedan,60,2,Diesel,yes,2013,NA
Volkswagen,Polo,sedan,87,1.6,Petrol,yes,2011,10400
Volkswagen,Touareg,crossover,187,3,Diesel,yes,2008,22600
Volkswagen,Polo,hatch,128,1.4,Petrol,yes,2010,8900
Audi,A4,sedan,260,1.8,Gas,yes,2003,8400
Toyota,Avensis,sedan,158,2,Gas,yes,2009,13300
Mercedes-Benz,Vito,van,152,2.2,Diesel,yes,2012,16500
Renault,Kangoo,vagon,180,1.4,Petrol,yes,2000,4200
Volkswagen,T3 (Transporter),van,320,1.6,Diesel,yes,1985,NA
Volkswagen,Passat CC,sedan,122,1.8,Petrol,yes,2012,18999
Mitsubishi,Lancer X,sedan,52,1.6,Petrol,yes,2013,12400
Mitsubishi,Pajero,other,280,2.5,Diesel,no,1994,3950
Toyota,Auris,hatch,24,1.6,Other,yes,2010,13850
Mitsubishi,Colt,hatch,108,1.3,Petrol,yes,2006,5999
Audi,80,sedan,300,2,Petrol,yes,1987,2650
BMW,525,sedan,404,2.5,Petrol,yes,1992,5400
Mercedes-Benz,A 180,hatch,15,1.8,Diesel,yes,2014,28500
Mercedes-Benz,E-Class,other,10,2.2,Diesel,yes,2012,46900
Renault,Fluence,sedan,81,2,Petrol,yes,2012,12000
Volkswagen,Jetta,sedan,0,1.4,Petrol,yes,2015,29040
Mercedes-Benz,Vito,van,261,2.2,Diesel,yes,2007,NA
Audi,A3,hatch,165,1.6,Gas,yes,2006,9800
BMW,528,sedan,400,2.8,Petrol,yes,1998,7000
Volkswagen,T5 (Transporter) ,van,230,2,Diesel,yes,2011,12800
BMW,530,sedan,365,3,Diesel,yes,2001,8500
Toyota,Corolla,hatch,260,1.3,Petrol,yes,1996,3650
Volkswagen,Polo,other,51,1.6,Petrol,yes,2013,11500
Volkswagen,Caddy,van,130,1.6,Diesel,yes,2012,9800
Renault,Espace,van,380,1.9,Diesel,no,2003,2350
Audi,A4,vagon,172,2,Diesel,yes,2011,21800
Volkswagen,Touareg,crossover,139,3,Diesel,yes,2008,20300
Mercedes-Benz,E-Class,sedan,167,3.2,Diesel,yes,2003,11800
Renault,Trafic,van,248,2.5,Diesel,yes,2005,8400
BMW,528,sedan,240,2.8,Gas,yes,1997,NA
Mercedes-Benz,GLE-Class,sedan,1,3,Diesel,yes,2016,81500
Mitsubishi,L 200,other,30,NA,Diesel,yes,2014,20300
Toyota,Camry,other,175,3.5,Gas,yes,2008,14900
Mitsubishi,Lancer,sedan,79,1.6,Gas,yes,2008,7500
Volkswagen,Eos,other,440,1.4,Petrol,yes,2008,NA
Volkswagen,Golf V,hatch,187,1.6,Petrol,yes,2008,9400
Renault,Sandero,hatch,21,1.6,Petrol,yes,2011,8700
Volkswagen,Passat B6,sedan,134,2,Diesel,yes,2012,13700
Audi,A4,sedan,263,1.9,Diesel,yes,1996,4000
Audi,A6,sedan,260,NA,Other,no,1999,2850
Volkswagen,Caddy,van,206,1.6,Diesel,yes,2012,8950
Audi,100,sedan,307,2.8,Gas,yes,1991,4299
Toyota,Hilux,crossover,2,3,Diesel,yes,2014,36500
Mercedes-Benz,Sprinter 312,van,315,2.9,Diesel,yes,1996,7600
Mitsubishi,Outlander,crossover,110,2.4,Petrol,yes,2006,9200
Mercedes-Benz,E-Class,sedan,191,1.8,Petrol,yes,2005,13000
Toyota,Land Cruiser Prado,crossover,132,4,Petrol,yes,2008,24000
Mercedes-Benz,Sprinter 312,van,630,2.9,Diesel,yes,1998,8500
Mercedes-Benz,ML 320,other,250,3.2,Diesel,yes,2007,20900
BMW,530,sedan,79,3,Diesel,no,2012,18500
Mercedes-Benz,E-Class,sedan,270,2.9,Diesel,no,1996,2000
Audi,100,sedan,310,2,Diesel,yes,1989,2400
Volkswagen,Passat B6,sedan,63,20,Petrol,yes,2007,10800
BMW,320,sedan,145,2,Diesel,yes,2007,NA
Renault,Trafic,van,177,2,Diesel,yes,2009,12399
Toyota,Rav 4,crossover,208,2,Petrol,yes,2006,15200
Audi,Q7,crossover,205,4.2,Gas,yes,2007,23800
Volkswagen,Passat B5,vagon,275,1.9,Diesel,no,2001,3000
Mercedes-Benz,C-Class,sedan,300,1.8,Petrol,yes,1996,4000
Renault,Scenic,vagon,231,1.6,Petrol,yes,2008,7000
Volkswagen,Sharan,van,92,1.4,Petrol,yes,2012,17900
Audi,A6,vagon,223,2.5,Diesel,no,2001,3400
Volkswagen,Golf II,hatch,33,1.9,Diesel,yes,1985,2200
BMW,730,sedan,227,3,Diesel,no,2004,7000
Audi,R8,other,12,5.2,Petrol,yes,2012,98000
Volkswagen,T5 (Transporter) ,van,167,2,Diesel,yes,2011,12650
Volkswagen,Passat CC,sedan,0,2,Diesel,yes,2014,39040
BMW,X5,crossover,187,4.8,Gas,yes,2007,25500
Volkswagen,Polo,sedan,130,1.6,Petrol,yes,2012,9000
BMW,X3,crossover,10,2,Diesel,yes,2016,47300
Renault,Trafic,van,177,2,Diesel,yes,2008,11500
Mitsubishi,ASX,crossover,47,2,Petrol,yes,2012,19000
Mercedes-Benz,ML 350,crossover,1,3.5,Gas,yes,2006,18500
Volkswagen,Caddy,van,176,2,Diesel,yes,2005,7170
Mercedes-Benz,GL 320,other,250,3,Diesel,yes,2008,28000
Audi,A4,sedan,74,1.8,Petrol,yes,2012,28500
Volkswagen,Scirocco,other,52,2,Petrol,yes,2012,25500
Mitsubishi,Pajero Wagon,other,281,3,Gas,yes,2003,10999
Mercedes-Benz,S 500,sedan,100,5.5,Petrol,yes,2011,42500
Toyota,Land Cruiser Prado,crossover,165,2.7,Petrol,yes,2005,16800
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,NA
Volkswagen,Passat B7,vagon,115,1.8,Petrol,yes,2012,17900
BMW,335,other,218,3,Petrol,yes,2007,19900
Volkswagen,T5 (Transporter),van,200,2.5,Diesel,yes,2006,8750
Mercedes-Benz,GLS 350,crossover,0,3,Diesel,yes,2016,111999
BMW,320,sedan,217,2.2,Petrol,yes,2002,9500
Toyota,Yaris,hatch,98,1.3,Other,yes,2006,7500
Mercedes-Benz,GL 320,crossover,254,3.2,Diesel,yes,2008,32500
BMW,535,sedan,110,NA,Other,yes,2012,45000
Audi,A6,vagon,273,2.5,Diesel,no,2003,3700
Mitsubishi,Lancer X,other,135,1.5,Gas,yes,2008,8500
Mercedes-Benz,S 350,sedan,40,3,Diesel,yes,2014,109900
Mercedes-Benz,CL 63 AMG,other,88,6.2,Petrol,yes,2008,39900
Mercedes-Benz,E-Class,sedan,260,2.7,Diesel,no,2002,4700
Audi,A6 Allroad,vagon,182,2.7,Gas,yes,2003,13200
Renault,Kangoo,van,216,1.5,Diesel,yes,2010,6700
Volkswagen,Passat CC,sedan,80,2,Other,yes,2011,23000
Volkswagen,Caddy,van,181,2,Diesel,yes,2008,6400
Mercedes-Benz,V 250,van,0,2.5,Diesel,yes,2016,97555
Audi,A4,sedan,242,2,Petrol,yes,2002,7900
Mercedes-Benz,E-Class,sedan,380,3,Diesel,yes,1995,5300
Toyota,Camry,sedan,1,2.5,Petrol,yes,2016,24171.42
Audi,A4,sedan,112,2,Diesel,yes,2012,23400
Toyota,Corolla,sedan,185,1.6,Petrol,yes,2008,10500
Mercedes-Benz,Vito,van,262,2.3,Diesel,yes,1998,4900
BMW,X5,crossover,258,4.4,Petrol,yes,2005,16300
Renault,Kangoo,van,265,1.9,Diesel,no,1999,1300
Mercedes-Benz,Vito,van,1,2.2,Diesel,yes,2004,6700
Renault,Laguna,hatch,315,2.2,Diesel,no,2003,2850
Mercedes-Benz,GLS 350,crossover,0,2.98,Diesel,yes,2016,109999
Audi,A6,sedan,240,2.5,Diesel,no,2000,3650
Volkswagen,Passat B5,vagon,350,1.9,Diesel,yes,2003,4100
Mercedes-Benz,Vito,van,159,2.2,Diesel,yes,2010,9300
BMW,X5,crossover,250,4.4,Gas,yes,2005,18500
Mercedes-Benz,E-Class,sedan,384,2.8,Petrol,yes,2000,7600
Mitsubishi,Lancer,sedan,112,1.6,Petrol,yes,2008,7300
Renault,Trafic,van,220,2,Other,yes,2007,6700
Toyota,Camry,sedan,80,2.4,Petrol,yes,2008,14400
Toyota,Avensis,sedan,204,1.8,Other,yes,2008,10600
BMW,X6 M,crossover,0,4.4,Petrol,yes,2016,139000
Renault,Laguna,vagon,234,2,Diesel,yes,2008,10000
Toyota,Avalon,sedan,160,3.5,Gas,yes,2007,12999
Renault,Kangoo,van,168,1.5,Diesel,yes,2012,6800
Volkswagen,Tiguan,crossover,98,2,Diesel,yes,2008,15850
Renault,Kangoo,van,162,1.4,Petrol,yes,2007,6000
Volkswagen,Sharan,van,120,3.5,Petrol,yes,2013,44700
Renault,Kangoo,vagon,117,1.5,Diesel,yes,2008,5600
Renault,Kangoo,vagon,130,NA,Diesel,yes,2009,6100
Mercedes-Benz,E-Class,sedan,159,1.8,Gas,yes,2012,21500
Renault,Trafic,van,183,1.9,Diesel,yes,2006,7600
Mercedes-Benz,200,sedan,1,2,Diesel,yes,1979,1950
Volkswagen,Polo,hatch,120,1.2,Diesel,yes,2012,9000
BMW,730,sedan,235,3,Diesel,yes,2010,35500
Mitsubishi,Lancer,sedan,165,1.6,Petrol,yes,2006,5500
Mercedes-Benz,GL 320,crossover,168,3.2,Diesel,yes,2009,32500
BMW,523,sedan,245,2.5,Petrol,yes,2007,18000
Mercedes-Benz,GLE-Class,crossover,0,3,Diesel,yes,2016,NA
Mercedes-Benz,Vito,van,147,2.2,Diesel,yes,2013,18000
Renault,Megane,vagon,216,1.5,Diesel,yes,2012,10999
Renault,Grand Scenic,van,240,74,Diesel,yes,2005,7500
Mercedes-Benz,S 500,sedan,140,5,Petrol,yes,2007,22700
Toyota,Camry,sedan,75,2.5,Gas,yes,2011,23500
Mercedes-Benz,Sprinter 313,other,275,2.15,Diesel,yes,2006,10000
Volkswagen,Caddy,van,157,1.9,Diesel,yes,2006,7700
Volkswagen,Caddy,van,185,1.9,Diesel,yes,2009,10900
Audi,A6 Allroad,vagon,225,2.5,Diesel,yes,2004,12999
BMW,X5,crossover,1,2,Diesel,yes,2016,67500
Volkswagen,T4 (Transporter),van,325,2.5,Diesel,yes,2001,6800
